question_context_similarity,question_answer_similarity,context_answer_similarity,retrieval_relevance,context_response_contradiction,context_response_neutral,context_response_entailment
0.6649718880653381,0.6859732866287231,0.5248070359230042,5.65579891204834,0.9989917874336243,0.0007802279433235526,0.00022798424470238388
0.5377223491668701,0.7835335731506348,0.5245387554168701,1.2926101684570312,0.9987686276435852,0.000930259411688894,0.00030111713567748666
0.6902045607566833,0.6079320907592773,0.7382429838180542,7.42399787902832,0.07332529127597809,0.9185652732849121,0.008109448477625847
0.7465474605560303,0.6847848892211914,0.7756818532943726,5.933673858642578,0.09081180393695831,0.9082037806510925,0.0009843300795182586
0.5042608976364136,0.5518932938575745,0.8071070909500122,1.0308783054351807,0.04398535564541817,0.7373937964439392,0.2186209112405777
0.7419233322143555,0.5469802021980286,0.5418657064437866,6.603415489196777,0.049228500574827194,0.9430993795394897,0.007672024425119162
0.7504576444625854,0.23669461905956268,0.12824746966362,6.914819717407227,0.02164940908551216,0.9557784199714661,0.022572239860892296
0.4927555024623871,0.540759801864624,0.6980136036872864,1.0013821125030518,0.9985554814338684,0.0009947281796485186,0.0004498724010773003
0.6882041692733765,0.4918358325958252,0.6565635204315186,7.01969051361084,0.9963118433952332,0.0030326039995998144,0.0006555520812980831
0.7175322771072388,0.6504748463630676,0.6994436383247375,0.5057964324951172,0.1075102761387825,0.8919241428375244,0.0005655044806189835
0.6564154624938965,0.6134868860244751,0.9327096343040466,-2.553774356842041,0.0010461922502145171,0.0985383465886116,0.9004154801368713
0.7565425634384155,0.7432374954223633,0.7467653155326843,3.1063055992126465,0.07165423035621643,0.9278081059455872,0.0005376299377530813
0.7682170867919922,0.7106202840805054,0.8109619617462158,1.5735609531402588,0.0632374957203865,0.9359973669052124,0.0007650494226254523
0.6795644760131836,0.14465445280075073,0.1969587206840515,5.411277770996094,0.01838478446006775,0.958878755569458,0.022736379876732826
0.5600030422210693,0.4894507825374603,0.47509339451789856,2.6514437198638916,0.9993133544921875,0.0005571116926148534,0.00012954429257661104
0.7178942561149597,0.700851559638977,0.8637303113937378,3.610342025756836,0.011522137559950352,0.2825861871242523,0.7058916687965393
0.6307032108306885,0.6391438245773315,0.9594560861587524,3.999727725982666,0.0029876315966248512,0.2453976571559906,0.7516146898269653
0.5876696109771729,0.6150033473968506,0.8360613584518433,0.4941326975822449,0.010522453114390373,0.7888510823249817,0.2006264626979828
0.7090475559234619,0.6865039467811584,0.9173586368560791,5.544184684753418,0.010909677483141422,0.6839809417724609,0.30510932207107544
0.6626403331756592,0.5926494598388672,0.7145380973815918,7.110405445098877,0.1132776141166687,0.8861875534057617,0.0005348679842427373
0.6582876443862915,0.6906271576881409,0.878129780292511,5.476434707641602,0.01495556253939867,0.5978714227676392,0.38717302680015564
0.7267820835113525,0.6547195315361023,0.7902578115463257,0.478117972612381,0.9978116154670715,0.001433132216334343,0.0007553308387286961
0.80991131067276,0.8145674467086792,0.6933122873306274,5.530012607574463,0.9986334443092346,0.0011119268601760268,0.0002546017349231988
0.720622181892395,0.7352614402770996,0.9316889643669128,1.1246557235717773,0.002338776597753167,0.1278412640094757,0.8698199391365051
0.5867385268211365,0.7516362071037292,0.5653514862060547,4.40678596496582,0.9992000460624695,0.000638247758615762,0.0001617484085727483
0.6575780510902405,0.6886240839958191,0.6901822686195374,6.68817138671875,0.14763513207435608,0.8511009812355042,0.0012638680636882782
0.6425418853759766,0.6628292798995972,0.8944753408432007,3.1464409828186035,0.002306589623913169,0.2201327085494995,0.7775607109069824
0.6895033121109009,0.663496732711792,0.9313012957572937,4.347631454467773,0.000882734137121588,0.10354293882846832,0.8955742716789246
0.6909158825874329,0.5939590930938721,0.8502781391143799,3.973433017730713,0.9996626377105713,0.00017511491023469716,0.0001623569114599377
0.7062702178955078,0.06737731397151947,0.03160102665424347,3.347970962524414,0.025386767461895943,0.9574659466743469,0.017147313803434372
0.63605797290802,0.6290113925933838,0.8147287368774414,4.300411224365234,0.02048562653362751,0.6197661757469177,0.3597482144832611
0.5692096948623657,0.569778323173523,0.7724838256835938,3.774125814437866,0.021638937294483185,0.977912187576294,0.00044879698543809354
0.7067562341690063,0.5849354863166809,0.5683872699737549,1.6198649406433105,0.04163707047700882,0.9502956867218018,0.008067134767770767
0.5335879921913147,0.5183308720588684,0.7430043816566467,4.485649585723877,0.08583273738622665,0.899412989616394,0.01475431676954031
0.5784633159637451,0.6602423191070557,0.6493877172470093,0.8881745338439941,0.6928135752677917,0.3048342168331146,0.002352230018004775
0.7039781808853149,0.7754012942314148,0.8705011010169983,-0.19285356998443604,0.0035595339722931385,0.19960744678974152,0.7968330383300781
0.6723423004150391,0.6757422685623169,0.7936305403709412,3.6990394592285156,0.9994540810585022,0.00028191498131491244,0.0002640500315465033
0.7320594191551208,0.656739354133606,0.7434766292572021,6.961665153503418,0.9994688630104065,0.00028295183437876403,0.0002481617557350546
0.5591633319854736,0.559349775314331,0.7571734189987183,3.1637115478515625,0.11175205558538437,0.8867570161819458,0.0014908912125974894
0.6011534929275513,0.3568861484527588,0.10746955126523972,-0.5950742959976196,0.015818631276488304,0.9595313668251038,0.024650024250149727
0.6770049333572388,0.7466091513633728,0.8575189113616943,2.9520726203918457,0.024740424007177353,0.4532201588153839,0.5220394134521484
0.7487941384315491,0.26194247603416443,0.08581682294607162,3.1286306381225586,0.022547617554664612,0.9537100791931152,0.023742228746414185
0.5790971517562866,0.5161673426628113,0.7591774463653564,-2.6379289627075195,0.10754727572202682,0.8867332339286804,0.005719444248825312
0.5277281999588013,0.5909374952316284,0.7876331806182861,-0.4970547556877136,0.1398761123418808,0.7590684294700623,0.10105550289154053
0.7285468578338623,0.7333724498748779,0.9336695075035095,4.037045001983643,0.008116886019706726,0.2580455243587494,0.7338376045227051
0.672400712966919,0.6353970170021057,0.9138659834861755,2.0538170337677,0.0035174773074686527,0.5615131855010986,0.43496930599212646
0.7075954675674438,0.6848754286766052,0.8082734942436218,4.030966758728027,0.01935717649757862,0.6655229330062866,0.3151198923587799
0.4993215799331665,0.5926203727722168,0.45821142196655273,-2.7824668884277344,0.9989380240440369,0.0009568389505147934,0.0001050915161613375
0.60093092918396,0.6749376654624939,0.8381438255310059,-0.801006555557251,0.17939217388629913,0.5481502413749695,0.2724575996398926
0.6839655637741089,0.7559548020362854,0.8634516000747681,4.866708755493164,0.01629570685327053,0.8771268725395203,0.10657742619514465
0.5848739147186279,0.7990652918815613,0.5704144239425659,3.1355650424957275,0.9993618130683899,0.0004886037786491215,0.00014965627633500844
0.5971800088882446,0.6775689125061035,0.8623600006103516,-2.946648597717285,0.015314459800720215,0.22453269362449646,0.7601528167724609
0.6444734334945679,0.5522029995918274,0.6976343393325806,7.918209075927734,0.04638361558318138,0.9529862403869629,0.0006302116671577096
